Gene ID;source_id;Organism;Product Description;Gene Name or Symbol;Computed GO Components;Computed GO Function IDs;Computed GO Functions;Computed GO Process IDs;Computed GO Processes;Curated GO Component IDs;Curated GO Components;Curated GO Function IDs;Curated GO Functions;Curated GO Process IDs;Curated GO Processes;Computed GO Component IDs
PF3D7_1035500;PF3D7_1035500.1;Plasmodium falciparum 3D7;merozoite surface protein 6;MSP6;null;null;null;null;null;GO:0009986;cell surface;"GO:0046812;GO:0005515;GO:0044877";"host cell surface binding;protein binding;protein-containing complex binding";GO:0044409;entry into host;null
PF3D7_1036500;PF3D7_1036500.1;Plasmodium falciparum 3D7;conserved Plasmodium protein, unknown function;null;null;null;null;null;null;null;null;null;null;null;null;null
PF3D7_1036900;PF3D7_1036900.1;Plasmodium falciparum 3D7;conserved Plasmodium protein, unknown function;null;null;null;null;null;null;"GO:0036396;GO:0005634";"RNA N6-methyladenosine methyltransferase complex;nucleus";GO:0003729;mRNA binding;null;null;null
PF3D7_1038000;PF3D7_1038000.2;Plasmodium falciparum 3D7;antigen UB05;null;null;null;null;null;null;null;null;null;null;null;null;null
PF3D7_1038700;PF3D7_1038700.1;Plasmodium falciparum 3D7;Plasmodium exported protein, unknown function;null;membrane;null;null;null;null;GO:0043657;host cell;null;null;null;null;GO:0016020
PF3D7_1038800;PF3D7_1038800.1;Plasmodium falciparum 3D7;RESA-like protein with PHIST and DnaJ domains;null;membrane;null;null;null;null;GO:0030430;host cell cytoplasm;GO:0005515;protein binding;null;null;GO:0016020
PF3D7_1039000;PF3D7_1039000.1;Plasmodium falciparum 3D7;serine/threonine protein kinase, FIKK family;FIKK10.2;null;"GO:0005524;GO:0004672";"ATP binding;protein kinase activity";GO:0006468;protein phosphorylation;"GO:0020036;GO:0030430";"Maurer's cleft;host cell cytoplasm";null;null;"GO:0044003;GO:0006468";"modification by symbiont of host morphology or physiology;protein phosphorylation";null
PF3D7_1039200;PF3D7_1039200.1;Plasmodium falciparum 3D7;Plasmodium exported protein, unknown function, pseudogene;null;null;null;null;null;null;null;null;null;null;null;null;null
PF3D7_1039600;PF3D7_1039600.1;Plasmodium falciparum 3D7;exported protein family 1, pseudogene;EPF1;null;null;null;null;null;null;null;null;null;null;null;null
PF3D7_1040000;PF3D7_1040000.1;Plasmodium falciparum 3D7;rifin;RIF;null;null;null;null;null;"GO:0020036;GO:0020002;GO:0020003";"Maurer's cleft;host cell plasma membrane;symbiont-containing vacuole";null;null;"GO:0020033;GO:0020035;GO:0020013";"antigenic variation;cytoadherence to microvasculature, mediated by symbiont protein;modulation by symbiont of host erythrocyte aggregation";null
PF3D7_1040700;PF3D7_1040700.1;Plasmodium falciparum 3D7;rifin;RIF;null;null;null;null;null;"GO:0020036;GO:0020002;GO:0020003";"Maurer's cleft;host cell plasma membrane;symbiont-containing vacuole";null;null;"GO:0020033;GO:0020035;GO:0020013";"antigenic variation;cytoadherence to microvasculature, mediated by symbiont protein;modulation by symbiont of host erythrocyte aggregation";null
PF3D7_1100200;PF3D7_1100200.1;Plasmodium falciparum 3D7;erythrocyte membrane protein 1, PfEMP1;VAR;integral component of membrane;GO:0046789;host cell surface receptor binding;GO:0009405;pathogenesis;"GO:0020002;GO:0020030";"host cell plasma membrane;infected host cell surface knob";"GO:0050839;GO:0046789";"cell adhesion molecule binding;host cell surface receptor binding";"GO:0020033;GO:0098609;GO:0020035;GO:0020013";"antigenic variation;cell-cell adhesion;cytoadherence to microvasculature, mediated by symbiont protein;modulation by symbiont of host erythrocyte aggregation";GO:0016021
PF3D7_1101600;PF3D7_1101600.1;Plasmodium falciparum 3D7;exported protein family 3;EPF3;null;null;null;null;null;GO:0030430;host cell cytoplasm;null;null;null;null;null
PF3D7_1102600;PF3D7_1102600.1;Plasmodium falciparum 3D7;Plasmodium exported protein, unknown function;GEXP14;membrane;null;null;null;null;GO:0043657;host cell;null;null;null;null;GO:0016020
PF3D7_1103100;PF3D7_1103100.1;Plasmodium falciparum 3D7;60S acidic ribosomal protein P1, putative;RPP1;null;null;null;null;null;"GO:0015934;GO:0005634";"large ribosomal subunit;nucleus";GO:0003735;structural constituent of ribosome;GO:0006412;translation;null
PF3D7_1103200;PF3D7_1103200.1;Plasmodium falciparum 3D7;tRNA Glycine;null;null;null;null;null;null;null;null;null;null;null;null;null
PF3D7_1103300;PF3D7_1103300.1;Plasmodium falciparum 3D7;tRNA Leucine;null;null;null;null;null;null;null;null;null;null;null;null;null
PF3D7_1103400;PF3D7_1103400.1;Plasmodium falciparum 3D7;iron-sulfur cluster assembly protein SufD;SufD;null;null;null;GO:0016226;iron-sulfur cluster assembly;"GO:0020011;GO:1990229";"apicoplast;iron-sulfur cluster assembly complex";GO:0005515;protein binding;null;null;null
PF3D7_1103700;PF3D7_1103700.1;Plasmodium falciparum 3D7;casein kinase II beta chain;CK2beta1;protein kinase CK2 complex;GO:0019887;protein kinase regulator activity;null;null;"GO:0005737;GO:0005634;GO:0005956";"cytoplasm;nucleus;protein kinase CK2 complex";GO:0004674;protein serine/threonine kinase activity;GO:0006468;protein phosphorylation;GO:0005956
PF3D7_1104400;PF3D7_1104400.1;Plasmodium falciparum 3D7;thioredoxin-like mero protein;Trx-mero;null;null;null;GO:0045454;cell redox homeostasis;"GO:0009986;GO:0005634;GO:0020003";"cell surface;nucleus;symbiont-containing vacuole";GO:0046812;host cell surface binding;GO:0044409;entry into host;null
PF3D7_1104600;PF3D7_1104600.1;Plasmodium falciparum 3D7;radial spoke head protein, putative;null;null;null;null;null;null;null;null;null;null;null;null;null
PF3D7_1104700;PF3D7_1104700.1;Plasmodium falciparum 3D7;DNA-directed RNA polymerase III subunit RPC8, putative;RPC25;null;GO:0003899;DNA-directed 5'-3' RNA polymerase activity;GO:0006351;transcription, DNA-templated;GO:0005666;RNA polymerase III complex;null;null;null;null;null
PF3D7_1105000;PF3D7_1105000.1;Plasmodium falciparum 3D7;histone H4;H4;"nucleosome;nucleus";"GO:0003677;GO:0046982";"DNA binding;protein heterodimerization activity";"GO:0006352;GO:0006334";"DNA-templated transcription, initiation;nucleosome assembly";"GO:1903561;GO:0000786;GO:0005634";"extracellular vesicle;nucleosome;nucleus";GO:0003677;DNA binding;GO:0051276;chromosome organization;"GO:0000786;GO:0005634"
PF3D7_1105500;PF3D7_1105500.1;Plasmodium falciparum 3D7;centrin-4;CEN4;null;GO:0005509;calcium ion binding;null;null;"GO:0005813;GO:0005737;GO:0005815";"centrosome;cytoplasm;microtubule organizing center";GO:0005509;calcium ion binding;GO:0000278;mitotic cell cycle;null
PF3D7_1106100;PF3D7_1106100.1;Plasmodium falciparum 3D7;ribosomal protein S15, apicoplast, putative;null;"intracellular;ribosome";GO:0003735;structural constituent of ribosome;GO:0006412;translation;GO:0020011;apicoplast;null;null;null;null;"GO:0005622;GO:0005840"
PF3D7_1106800;PF3D7_1106800.1;Plasmodium falciparum 3D7;pseudo-tyrosine kinase-like protein;pTKL;null;"GO:0005524;GO:0005515;GO:0004672";"ATP binding;protein binding;protein kinase activity";GO:0006468;protein phosphorylation;"GO:0044164;GO:0020003";"host cell cytosol;symbiont-containing vacuole";"GO:0005524;GO:0005515;GO:0004672";"ATP binding;protein binding;protein kinase activity";null;null;null
PF3D7_1107700;PF3D7_1107700.1;Plasmodium falciparum 3D7;pescadillo homolog;PES;nucleolus;null;null;GO:0042254;ribosome biogenesis;"GO:0005654;GO:0005634";"nucleoplasm;nucleus";GO:0005515;protein binding;"GO:0051726;GO:0042254";"regulation of cell cycle;ribosome biogenesis";GO:0005730
PF3D7_1108000;PF3D7_1108000.1;Plasmodium falciparum 3D7;IWS1-like protein, putative;null;nucleus;null;null;null;null;null;null;null;null;null;null;GO:0005634
PF3D7_1108400;PF3D7_1108400.1;Plasmodium falciparum 3D7;casein kinase 2, alpha subunit;CK2alpha;null;"GO:0005524;GO:0004672";"ATP binding;protein kinase activity";GO:0006468;protein phosphorylation;"GO:0005737;GO:1903561;GO:0005634;GO:0005956";"cytoplasm;extracellular vesicle;nucleus;protein kinase CK2 complex";"GO:0005515;GO:0004674";"protein binding;protein serine/threonine kinase activity";"GO:0046777;GO:0006468";"protein autophosphorylation;protein phosphorylation";null
PF3D7_1108900;PF3D7_1108900.1;Plasmodium falciparum 3D7;tetratricopeptide repeat protein, putative;null;cytoplasm;GO:0005515;protein binding;null;null;null;null;null;null;null;null;GO:0005737
PF3D7_1109100;PF3D7_1109100.1;Plasmodium falciparum 3D7;conserved Plasmodium protein, unknown function;null;null;null;null;null;null;null;null;null;null;null;null;null
PF3D7_1109500;PF3D7_1109500.1;Plasmodium falciparum 3D7;small nucleolar RNA snoR09;null;null;null;null;null;null;null;null;null;null;null;null;null
PF3D7_1109900;PF3D7_1109900.1;Plasmodium falciparum 3D7;60S ribosomal protein L36;RPL36;"intracellular;ribosome";GO:0003735;structural constituent of ribosome;GO:0006412;translation;"GO:0022625;GO:0005634";"cytosolic large ribosomal subunit;nucleus";GO:0003735;structural constituent of ribosome;GO:0006412;translation;"GO:0005622;GO:0005840"
PF3D7_1110800;PF3D7_1110800.1;Plasmodium falciparum 3D7;conserved Plasmodium protein, unknown function;null;null;GO:0005515;protein binding;null;null;null;null;null;null;null;null;null
PF3D7_1111100;PF3D7_1111100.1;Plasmodium falciparum 3D7;replication factor C subunit 5, putative;RFC5;null;null;null;null;null;"GO:0005663;GO:0005634";"DNA replication factor C complex;nucleus";null;null;"GO:0006260;GO:0006271";"DNA replication;DNA strand elongation involved in DNA replication";null
PF3D7_1111900;PF3D7_1111900.1;Plasmodium falciparum 3D7;Josephin domain-containing protein, putative;null;null;GO:0004843;thiol-dependent ubiquitin-specific protease activity;GO:0016579;protein deubiquitination;null;null;null;null;null;null;null
PF3D7_1112000;PF3D7_1112000.1;Plasmodium falciparum 3D7;conserved protein, unknown function;null;"integral component of membrane;plasma membrane";null;null;GO:0006810;transport;null;null;null;null;null;null;"GO:0016021;GO:0005886"
PF3D7_1112100;PF3D7_1112100.1;Plasmodium falciparum 3D7;conserved Plasmodium protein, unknown function;null;"cytoplasm;membrane;nucleus";"GO:0005524;GO:0004672;GO:0004674";"ATP binding;protein kinase activity;protein serine/threonine kinase activity";GO:0006468;protein phosphorylation;null;null;null;null;null;null;"GO:0005737;GO:0016020;GO:0005634"
PF3D7_1112300;PF3D7_1112300.1;Plasmodium falciparum 3D7;conserved Plasmodium protein, unknown function;null;nucleus;"GO:0005524;GO:0003723;GO:0004386";"ATP binding;RNA binding;helicase activity";GO:0006364;rRNA processing;null;null;null;null;null;null;GO:0005634
PF3D7_1112700;PF3D7_1112700.1;Plasmodium falciparum 3D7;conserved Plasmodium protein, unknown function;null;null;"GO:0005524;GO:0005488";"ATP binding;binding";null;null;null;null;null;null;null;null;null
PF3D7_1112900;PF3D7_1112900.1;Plasmodium falciparum 3D7;conserved protein, unknown function;null;null;null;null;null;null;null;null;null;null;null;null;null
PF3D7_1113800;PF3D7_1113800.1;Plasmodium falciparum 3D7;conserved Plasmodium membrane protein, unknown function;null;integral component of membrane;null;null;null;null;null;null;null;null;null;null;GO:0016021
PF3D7_1114400;PF3D7_1114400.1;Plasmodium falciparum 3D7;RAP protein, putative;null;null;null;null;null;null;GO:0005739;mitochondrion;null;null;null;null;null
PF3D7_1114600;PF3D7_1114600.1;Plasmodium falciparum 3D7;conserved Plasmodium protein, unknown function;null;null;GO:0003677;DNA binding;null;null;null;null;null;null;null;null;null
PF3D7_1115300;PF3D7_1115300.1;Plasmodium falciparum 3D7;cysteine proteinase falcipain 2b;FP2B;null;GO:0008234;cysteine-type peptidase activity;GO:0006508;proteolysis;GO:0020020;food vacuole;GO:0004197;cysteine-type endopeptidase activity;GO:0006508;proteolysis;null
PF3D7_1115500;PF3D7_1115500.1;Plasmodium falciparum 3D7;AP2 domain transcription factor, putative;ApiAP2;null;GO:0003700;DNA-binding transcription factor activity;GO:0006355;regulation of transcription, DNA-templated;null;null;null;null;null;null;null
PF3D7_1115900;PF3D7_1115900.1;Plasmodium falciparum 3D7;palmitoyltransferase DHHC9;DHHC9;null;GO:0008270;zinc ion binding;null;null;GO:0070258;inner membrane pellicle complex;"GO:0016409;GO:0016746";"palmitoyltransferase activity;transferase activity, transferring acyl groups";GO:0018345;protein palmitoylation;null
PF3D7_1116400;PF3D7_1116400.1;Plasmodium falciparum 3D7;guanine nucleotide-exchange factor SEC12;SEC12;null;GO:0005515;protein binding;null;null;GO:0030176;integral component of endoplasmic reticulum membrane;"GO:0005525;GO:0005085";"GTP binding;guanyl-nucleotide exchange factor activity";GO:0006888;ER to Golgi vesicle-mediated transport;null
PF3D7_1116500;PF3D7_1116500.1;Plasmodium falciparum 3D7;folate transporter 2;FT2;null;null;null;null;null;"GO:0016021;GO:0005886";"integral component of membrane;plasma membrane";GO:0008517;folic acid transmembrane transporter activity;null;null;null
PF3D7_1117100;PF3D7_1117100.1;Plasmodium falciparum 3D7;ubiquitin carboxyl-terminal hydrolase UCH54;UCH54;intracellular;GO:0004843;thiol-dependent ubiquitin-specific protease activity;GO:0006511;ubiquitin-dependent protein catabolic process;null;null;GO:0019784;NEDD8-specific protease activity;"GO:0000338;GO:0016579;GO:0006511";"protein deneddylation;protein deubiquitination;ubiquitin-dependent protein catabolic process";GO:0005622
PF3D7_1117300;PF3D7_1117300.1;Plasmodium falciparum 3D7;conserved protein, unknown function;null;null;null;null;null;null;null;null;null;null;null;null;null
PF3D7_1117600;PF3D7_1117600.1;Plasmodium falciparum 3D7;peptidyl-tRNA hydrolase ICT1;ICT1;null;"GO:0003747;GO:0016149";"translation release factor activity;translation release factor activity, codon specific";GO:0006415;translational termination;GO:0005739;mitochondrion;"GO:0004045;GO:0043022";"aminoacyl-tRNA hydrolase activity;ribosome binding";null;null;null
PF3D7_1118000;PF3D7_1118000.1;Plasmodium falciparum 3D7;conserved Plasmodium protein, unknown function;null;null;null;null;null;null;null;null;null;null;null;null;null
PF3D7_1118100;PF3D7_1118100.1;Plasmodium falciparum 3D7;AP-1 complex subunit sigma, putative;AP1S;null;null;null;GO:0015031;protein transport;GO:0030121;AP-1 adaptor complex;null;null;GO:0016192;vesicle-mediated transport;null
PF3D7_1118600;PF3D7_1118600.1;Plasmodium falciparum 3D7;histone acetyltransferase MYST;MYST;null;GO:0004402;histone acetyltransferase activity;"GO:0016573;GO:0006355";"histone acetylation;regulation of transcription, DNA-templated";"GO:0005737;GO:0044538;GO:0005634;GO:0020003";"cytoplasm;host cell periphery;nucleus;symbiont-containing vacuole";"GO:0004402;GO:0005515";"histone acetyltransferase activity;protein binding";"GO:0043983;GO:0043984;GO:0043981;GO:0043982";"histone H4-K12 acetylation;histone H4-K16 acetylation;histone H4-K5 acetylation;histone H4-K8 acetylation";null
PF3D7_1118800;PF3D7_1118800.1;Plasmodium falciparum 3D7;actin-related protein 2/3 complex subunit 1, putative;ARC40;"cytoplasm;cytoskeleton";GO:0005515;protein binding;null;null;GO:0005885;Arp2/3 protein complex;null;null;"GO:0007015;GO:0045010";"actin filament organization;actin nucleation";"GO:0005737;GO:0005856"
PF3D7_1118900;PF3D7_1118900.1;Plasmodium falciparum 3D7;conserved protein, unknown function;null;null;null;null;null;null;null;null;null;null;null;null;null
PF3D7_1119200;PF3D7_1119200.1;Plasmodium falciparum 3D7;conserved protein, unknown function;PF3D7_1119200;null;"GO:0005524;GO:0051082";"ATP binding;unfolded protein binding";"GO:0006457;GO:0006950";"protein folding;response to stress";GO:0005634;nucleus;null;null;null;null;null
PF3D7_1119500;PF3D7_1119500.1;Plasmodium falciparum 3D7;AP-4 complex subunit mu, putative;null;clathrin adaptor complex;null;null;"GO:0006886;GO:0016192";"intracellular protein transport;vesicle-mediated transport";"GO:0030119;GO:0030131";"AP-type membrane coat adaptor complex;clathrin adaptor complex";null;null;GO:0016192;vesicle-mediated transport;GO:0030131
PF3D7_1120100;PF3D7_1120100.1;Plasmodium falciparum 3D7;phosphoglycerate mutase, putative;PGM1;null;"GO:0003824;GO:0016868;GO:0004619";"catalytic activity;intramolecular transferase activity, phosphotransferases;phosphoglycerate mutase activity";GO:0006096;glycolytic process;"GO:0020036;GO:0005634";"Maurer's cleft;nucleus";"GO:0004619;GO:0005515";"phosphoglycerate mutase activity;protein binding";GO:0006096;glycolytic process;null
PF3D7_1121000;PF3D7_1121000.1;Plasmodium falciparum 3D7;palmitoyltransferase DHHC3;DHHC3;null;GO:0008270;zinc ion binding;null;null;GO:0005794;Golgi apparatus;GO:0016409;palmitoyltransferase activity;GO:0018345;protein palmitoylation;null
PF3D7_1121300;PF3D7_1121300.1;Plasmodium falciparum 3D7;tyrosine kinase-like protein;TKL2;null;"GO:0005524;GO:0004672";"ATP binding;protein kinase activity";GO:0006468;protein phosphorylation;GO:0044164;host cell cytosol;null;null;null;null;null
PF3D7_1121500;PF3D7_1121500.1;Plasmodium falciparum 3D7;conserved protein, unknown function;null;null;null;null;null;null;GO:0020011;apicoplast;null;null;null;null;null
PF3D7_1121900;PF3D7_1121900.1;Plasmodium falciparum 3D7;serine/threonine protein kinase, putative;null;null;"GO:0005524;GO:0004672";"ATP binding;protein kinase activity";GO:0006468;protein phosphorylation;null;null;null;null;null;null;null
PF3D7_1122100;PF3D7_1122100.1;Plasmodium falciparum 3D7;GPI transamidase component GPI16, putative;GPI16;GPI-anchor transamidase complex;null;null;GO:0016255;attachment of GPI anchor to protein;null;null;GO:0003923;GPI-anchor transamidase activity;GO:0016255;attachment of GPI anchor to protein;GO:0042765
PF3D7_1122400;PF3D7_1122400.1;Plasmodium falciparum 3D7;conserved Plasmodium protein, unknown function;null;null;null;null;null;null;null;null;null;null;null;null;null
